x, y
0.143187066974596,0.003651685393258
0.235565819861432,0.001123595505618
0.33256351039261,-0.002247191011236
0.434180138568129,-0.002247191011236
0.517321016166282,0.010393258426966
0.572748267898383,0.019662921348315
0.688221709006928,0.009550561797753
0.785219399538106,0.000280898876405
0.8729792147806,-0.008988764044944
0.928406466512702,-0.012359550561798
0.942263279445728,0.017977528089888
0.965357967667436,0.05
1.00692840646651,0.076966292134832
0.993071593533487,0.094662921348315
1.02540415704388,0.119943820224719
1.03464203233256,0.139325842696629
1.04849884526559,0.162921348314607
1.15935334872979,0.164606741573034
1.3810623556582,0.16123595505618
1.51039260969977,0.168820224719101
1.27482678983834,0.157865168539326
1.07621247113164,0.175561797752809
1.62586605080831,0.174719101123596
1.70438799076212,0.173033707865169
1.78290993071594,0.166292134831461
1.84295612009238,0.164606741573034
1.93995381062356,0.175561797752809
2.02309468822171,0.174719101123596
2.07852193995381,0.169662921348315
2.1431870669746,0.16376404494382
2.26327944572748,0.162921348314607
2.39260969976905,0.153651685393258
2.47113163972286,0.153651685393258
2.6189376443418,0.14438202247191
2.54965357967667,0.150280898876405
2.68822170900693,0.141011235955056
2.75750577367206,0.149438202247191
2.82217090069284,0.152808988764045
2.91454965357968,0.154494382022472
2.95612009237875,0.157022471910112
3.09006928406466,0.157022471910112
3.26096997690531,0.154494382022472
3.38568129330254,0.154494382022472
3.47344110854503,0.155337078651685
3.56581986143187,0.156179775280899
3.71824480369515,0.154494382022472
3.82909930715935,0.148595505617978
3.89376443418014,0.143539325842697
3.98152424942263,0.137640449438202
